category,percentage,std
1_try,0.3802471606544253,51.536394906900455
2_tries,3.777455345974883,163.22913342905426
3_tries,17.976684845149343,225.47228211024074
4_tries,31.615550107569913,323.27967767863174
5_tries,27.51288337419322,276.22409380790793
6_tries,15.344974233251612,179.24215464002884
7_or_more_tries,3.3922049332065836,152.90192935342577
